2010.0592807893668  0.00009060796824816438
2105.7166185995925  0.0000576926202035325
2205.926223282927  0.0000367345001803026
2310.7252293961296  0.00002218011309085918
2537.4664724265776  0.000013752621879364497
2657.809804764887  0.000007874280352186403
2850.3832792584153  0.0000046298654393121
3279.801312261376  0.0000021435653986136633
3435.217613278322  0.0000011951708260263538
3953.2031393312295  5.992316285660049e-7
4444.157498748697  3.430995108144414e-7
4877.9689500063305  1.5468789965540749e-7
5748.311432510386  8.62481102405385e-8
6773.943143915815  4.8088677502475066e-8
8172.051758657288  2.4759376473891837e-8
10582.904226948625  1.4176371124788163e-8
12769.147379880182  8.116904659519379e-9
17335.932551603844  4.900947676222853e-9
21421.227742004936  3.290774988596594e-9
39514.12211193013  2.040421702218011e-9
80137.39721529886  1.786731557619309e-9
170457.15219924148  2.2096134749838725e-9
307473.15868902806  3.120570060099955e-9
481484.83310263377  4.525678410823897e-9
771993.7584155018  6.7400880241643e-9
